Railroad Code,Railroad Name,Report Year,Incident Number,Incident Year,Incident Month,Other Railroad Code,Other Railroad Name,Other Incident Number,Other Incident Year,Other Incident Month,Maintenance Incident Railroad Code,Maintenance Railroad Name,Maintainance Incident Number,Maintenance Incident Year,Maintenance Incident Month,Grade Crossing ID,Date,Time,Month,Day,Hour,Minute,AM/PM,Nearest Station,Division,Subdivision,County Code,County Name,State Code,State Name,City Name,Highway Name,Public/Private Code,Public/Private,Highway User Code,Highway User,Estimated Vehicle Speed,Vehicle Direction Code,Vehicle Direction,Highway User Position Code,Highway User Position,Equipment Involved Code,Equipment Involved,Railroad Car Unit Position,Equipment Struck Code,Equipment Struck,Hazmat Involvement Code,Hazmat Involvement,Hazmat Released by Code,Hazmat Released by,Hazmat Released Name,Hazmat Released Quantity,Hazmat Released Measure,Temperature,Visibility Code,Visibility,Weather Condition Code,Weather Condition,Equipment Type Code,Equipment Type,Track Type Code,Track Type,Track Name,Track Class,Number of Locomotive Units,Number of Cars,Train Speed,Estimated/Recorded Speed,Train Direction Code,Train Direction,Crossing Warning Expanded Code 1,Crossing Warning Expanded Code 2,Crossing Warning Expanded Code 3,Crossing Warning Expanded Code 4,Crossing Warning Expanded Code 5,Crossing Warning Expanded Code 6,Crossing Warning Expanded Code 7,Crossing Warning Expanded Code 8,Crossing Warning Expanded Code 9,Crossing Warning Expanded Code 10,Crossing Warning Expanded Code 11,Crossing Warning Expanded Code 12,Crossing Warning Expanded 1,Crossing Warning Expanded 2,Crossing Warning Expanded 3,Crossing Warning Expanded 4,Crossing Warning Expanded 5,Crossing Warning Expanded 6,Crossing Warning Expanded 7,Crossing Warning Expanded 8,Crossing Warning Expanded 9,Crossing Warning Expanded 10,Crossing Warning Expanded 11,Crossing Warning Expanded 12,Signaled Crossing Warning Code,Signaled Crossing Warning,Crossing Warning Explanation Code,Crossing Warning Explanation,Roadway Condition Code,Roadway Condition,Crossing Warning Location Code,Crossing Warning Location,Warning Connected To Signal,Crossing Illuminated,User Age,User Gender,User Struck By Second Train,Highway User Action Code,Highway User Action,Driver Passed Vehicle,View Obstruction Code,View Obstruction,Driver Condition Code,Driver Condition,Driver In Vehicle,Crossing Users Killed For Reporting Railroad,Crossing Users Injured For Reporting Railroad,Vehicle Damage Cost,Number Vehicle Occupants,Employees Killed For Reporting Railroad,Employees Injured For Reporting Railroad,Number People On Train,Form 54 Filed,Passengers Killed For Reporting Railroad,Passengers Injured For Reporting Railroad,Video Taken,Video Used,Special Study 1,Special Study 2,Narrative,Total Killed Form 57,Total Injured Form 57,Railroad Type,Joint Code,Total Killed Form 55A,Total Injured Form 55A,District,Whistle Ban Code,Whistle Ban,Report Key
ATK,Amtrak (National Railroad Passenger Corporation),2007,103592,07,02,,,,,,BNSF,BNSF Railway Company,XXX,07,02,008997S,02/18/2007,2:03 AM,02,18,02,03,AM,HUTCHINSON,CEN,,185,STAFFORD,20,KANSAS,,T-252  ; TOWNSHIP RO,Y,Public,B,Truck,0,2,South,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,22,4,Dark,1,Clear,2,Passenger Train - Pulling,1,Main,SINGLE MAIN,4,2,8,79,R,3,East,,,,,,,,,,,,7,,,,,,,,,,,,Crossbucks,,,,,,,1,Both sides,No,No,44,Male,No,4,Stopped on crossing,No,8,Not obstructed,1,Killed,Yes,1,0,4000,1,0,0,109,No,0,0,,,,,"TRAIN NO.#4 OPERATING WITH LOCOMOTIVES E/19-E/124 AND 8 CARS STRUCK A TRUCK AT MP254.97, 110TH STREET CROSSING.",1,0,1L,1,1,0,6,2,No,ATK103592200702
ATK,Amtrak (National Railroad Passenger Corporation),2007,103609,07,02,,,,,,CSX,CSX Transportation,XXX,07,02,624304R,02/16/2007,2:45 PM,02,16,02,45,PM,LAKELAND,SOU,,105,POLK,12,FLORIDA,,COUNTY LINE RD,Y,Public,C,Truck-trailer,0,4,West,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,60,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,SINGLE MAIN,5,1,10,30,E,1,North,1,2,3,6,,,,,,,,7,Gates,Cantilever FLS,Standard FLS,Audible,,,,,,,,Crossbucks,1,Provided minimum 20-second warning,,,,,2,Side of vehicle approach,Yes,Unknown,81,Male,No,4,Stopped on crossing,No,8,Not obstructed,3,Uninjured,Yes,0,0,20000,1,0,0,177,No,0,0,,,,,TRAIN 91 ENGINES 196/193 WITH 10 CARS STRUCK A TRACTOR TRAILER ON SINGLE TRACK ON THE CSX  LAKELANDSUB.  THE AGE OF THE DRIVER IS 81.,0,0,1L,1,0,0,3,2,No,ATK103609200702
ATK,Amtrak (National Railroad Passenger Corporation),2011,121160,11,09,,,,,,BNSF,BNSF Railway Company,CA0911203,11,09,028732U,09/19/2011,1:36 PM,09,19,01,36,PM,TURLOCK,,CALIFORNIA,099,STANISLAUS,06,CALIFORNIA,,GREER RD,Y,Public,C,Truck-trailer,0,1,North,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,92,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,SINGLE MAIN TRACK,4,1,4,44,R,4,West,1,3,6,,,,,,,,,7,Gates,Standard FLS,Audible,,,,,,,,,Crossbucks,1,Provided minimum 20-second warning,,,A,Dry,1,Both sides,No,No,33,Male,No,4,Stopped on crossing,No,8,Not obstructed,3,Uninjured,Yes,0,0,20000,1,0,0,164,Yes,0,22,Yes,No,,,"TRAIN 713 OPERATING WITH LOCOMOTIVE E/77 AND 4 CARS STRUCK A TRACTOR-TRAILER HAULING TOMATOES AT MP1083.80, GREER RD CROSSING.",0,22,6,1,0,22,7,,,ATK121160201109
BNSF,BNSF Railway Company,2012,CA1012201,12,10,,,,,,BNSF,BNSF Railway Company,CA1012201,12,10,027649P,10/07/2012,8:25 PM,10,07,08,25,PM,LOS NIETOS,,SAN BERNARDINO,037,LOS ANGELES,06,CALIFORNIA,SANTA FE SPRINGS,NORWALK BLVD,Y,Public,A,Auto,0,1,North,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,70,4,Dark,1,Clear,1,Freight Train,1,Main,MAIN 1 TRACK,4,2,63,38,R,3,East,1,,,,,,,,,,,3,Gates,,,,,,,,,,,Standard FLS,1,Provided minimum 20-second warning,,,A,Dry,1,Both sides,No,No,,Male,No,5,Other,No,8,Not obstructed,3,Uninjured,No,0,0,2000,0,0,0,3,No,0,0,Yes,No,,,DRIVER AGE UNKNOW.  41: ABANDONED VEHICLE,0,0,1,1,0,0,7,,,BNSFCA1012201201210
BNSF,BNSF Railway Company,2012,CA1012202,12,10,,,,,,BNSF,BNSF Railway Company,CA1012202,12,10,029768F,10/14/2012,4:15 PM,10,14,04,15,PM,PITTSBURG,,STOCKTON,013,CONTRA COSTA,06,CALIFORNIA,,MC AVOY RD,Y,Public,K,Pedestrian,,1,North,3,Moving over crossing,6,Light loco(s) (moving),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,82,2,Day,1,Clear,8,Light loco(s),1,Main,SINGLE MAIN,4,2,0,41,R,3,East,1,,,,,,,,,,,3,Gates,,,,,,,,,,,Standard FLS,1,Provided minimum 20-second warning,,,A,Dry,1,Both sides,No,No,44,Male,No,8,Suicide/attempted suicide,,8,Not obstructed,,,,1,0,,0,0,0,3,No,0,0,Yes,Yes,,,"12/18/12 PER CONTRA COSTA COUNTY CORONERS REPORT, MANNER OF DEATH RULED SUICIDE.",1,0,1,1,0,0,7,,,BNSFCA1012202201210
ATK,Amtrak (National Railroad Passenger Corporation),2007,103844,07,03,,,,,,UP,Union Pacific Railroad Company,XXX,07,03,425779J,03/17/2007,7:38 AM,03,17,07,38,AM,MALVERN,CEN,,059,HOT SPRING,05,ARKANSAS,PERLA,PUBLIC CR,Y,Public,D,Pick-up truck,20,3,East,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,50,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,SINGLE MAIN,4,1,8,65,R,2,South,8,,,,,,,,,,,7,Stop signs,,,,,,,,,,,Crossbucks,,,,,,,1,Both sides,No,No,36,Male,No,3,Did not stop,No,8,Not obstructed,2,Injured,Yes,0,1,3000,1,0,0,148,No,0,0,,,,,"TRAIN NO.#21 OPERATING WITH LOCOMOTIVE E/131 AND 8 CARS STRUCK A PICK-UP TRUCK AT MP386.9, PERLA RDCROSSING.",0,1,1L,1,0,1,5,2,No,ATK103844200703
ATK,Amtrak (National Railroad Passenger Corporation),2007,103936,07,03,,,,,,IC,Illinois Central Railroad Company,XXX,07,03,300572E,03/24/2007,7:45 AM,03,24,07,45,AM,MEMPHIS,CEN,,107,PANOLA,28,MISSISSIPPI,CRENSHAW,CITY ST; MOON AVE.,Y,Public,A,Auto,10,3,East,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,72,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,MAIN,4,1,6,77,R,2,South,1,3,6,,,,,,,,,7,Gates,Standard FLS,Audible,,,,,,,,,Crossbucks,1,Provided minimum 20-second warning,,,,,1,Both sides,No,No,23,Male,No,1,Went around the gate,No,8,Not obstructed,2,Injured,Yes,0,1,10000,1,0,0,145,No,0,0,,,,,"TRAIN NO.#59 OPERATING WITH LOCOMOTIVE E/124 AND 6 CARS STRUCK AN AUTOMOBILE AT MP48.64, MOON AVE CROSSING.",0,1,1L,1,0,1,3,2,No,ATK103936200703
ATK,Amtrak (National Railroad Passenger Corporation),2007,103939,07,03,,,,,,CSX,CSX Transportation,XXX,07,03,637348D,03/26/2007,8:42 PM,03,26,08,42,PM,JESUP,SOU,,179,LIBERTY,13,GEORGIA,WALTHOURVILLE,SR 119 ; TALMADGE RD,Y,Public,K,Pedestrian,0,3,East,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,60,4,Dark,1,Clear,2,Passenger Train - Pulling,1,Main,SINGLE MAIN,4,2,43,65,E,1,North,1,2,3,,,,,,,,,6,Gates,Cantilever FLS,Standard FLS,,,,,,,,,Audible,1,Provided minimum 20-second warning,,,,,1,Both sides,No,Yes,20,Male,,,,,8,Not obstructed,,,,1,0,0,1,0,0,520,No,0,0,,,,,TRAIN 52 STRUCK TRESPASSER AS HE STEPPED IN FRONT OF THE TRAIN.,1,0,1L,1,1,0,3,2,No,ATK103939200703
MET,Modesto & Empire Traction Company,2015,8P2015,15,05,,,,,,MET,Modesto & Empire Traction Company,8P2015,15,05,853877E,05/20/2015,6:05 AM,05,20,06,05,AM,EMPIRE,,SYSTEM,099,STANISLAUS,06,CALIFORNIA,EMPIRE,LAPHAM AVENUE,Y,Public,D,Pick-up truck,3,3,East,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,2,Rail equipment,4,Neither,,,,50,1,Dawn,1,Clear,1,Freight Train,2,Yard,930,2,1,37,9,E,3,East,,,,,,,,,,,,7,,,,,,,,,,,,Crossbucks,,,,,A,Dry,1,Both sides,No,No,54,Male,No,3,Did not stop,No,8,Not obstructed,3,Uninjured,Yes,0,0,30,1,0,0,3,No,0,0,Yes,Yes,,,"MOTORIST, TRAVELING EASTBOUND AT CROSSING, FAILED TO HEED CROSSBUCKS OR STOP FOR APPROACHING TRAIN.HE WAS STRUCK BY OUR LOCOMOTIVE, WHICH CAUSED NO INJURIES, AND ONLY MINIMAL DAMAGE TO THE LOCOMOTIVEAND VEHICLE.",0,0,3,1,0,0,7,,,MET8P2015201505
BNSF,BNSF Railway Company,2015,CA0615202,15,06,,,,,,BNSF,BNSF Railway Company,CA0615202,15,06,026875K,06/11/2015,12:01 AM,06,11,12,01,AM,SAN DIEGO,,SAN DIEGO,073,SAN DIEGO,06,CALIFORNIA,SAN DIEGO,MARKET ST,Y,Public,K,Pedestrian,,1,North,3,Moving over crossing,1,Train (units pulling),1,2,Rail equipment struck by highway user,4,Neither,4,Neither,,,,68,4,Dark,1,Clear,1,Freight Train,1,Main,SINGLE MAIN,1,4,65,10,E,4,West,1,,,,,,,,,,,3,Gates,,,,,,,,,,,Standard FLS,1,Provided minimum 20-second warning,,,A,Dry,1,Both sides,Yes,Yes,41,Male,No,5,Other,,8,Not obstructed,,,,1,0,,0,0,0,4,No,0,0,No,No,,,41: ROLLED UNDER TRAIN,1,0,1,1,1,0,7,,,BNSFCA0615202201506
BNSF,BNSF Railway Company,2015,CA0615203,15,06,,,,,,BNSF,BNSF Railway Company,CA0615203,15,06,028343N,06/27/2015,7:07 AM,06,27,07,07,AM,CORCORAN,,BAKERSFIELD,031,KINGS,06,CALIFORNIA,CORCORAN,ORANGE AVE,Y,Public,A,Auto,0,3,East,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,85,1,Dawn,1,Clear,1,Freight Train,1,Main,SINGLE MAIN,5,6,98,50,E,3,East,1,,,,,,,,,,,2,Gates,,,,,,,,,,,Cantilever FLS,1,Provided minimum 20-second warning,,,A,Dry,1,Both sides,No,No,34,Male,No,5,Other,No,8,Not obstructed,3,Uninjured,No,0,0,2000,0,0,0,3,No,0,0,No,No,,,41: UNOCCUPIED VEHICLE,0,0,1,1,0,0,7,,,BNSFCA0615203201506
SCAX,Southern California Regional Rail Authority,2018,061218A,18,06,,,,,,UP,Union Pacific Railroad Company,XXX,18,06,810911P,06/12/2018,6:01 PM,06,12,06,01,PM,EAST ONTARIO,,LOS ANGELES,071,SAN BERNARDINO,06,CALIFORNIA,ONTARIO,ARCHIBALD,Y,Public,A,Auto,45,2,South,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,85,2,Day,1,Clear,3,Commuter Train - Pulling,1,Main,MAIN 1,4,1,6,70,R,3,East,,,,,,,,,,,,1,,,,,,,,,,,,Gates,1,Provided minimum 20-second warning,,,A,Dry,1,Both sides,Unknown,Unknown,34,Female,No,1,Went around the gate,Unknown,8,Not obstructed,1,Killed,Yes,1,0,0,1,0,0,342,No,0,0,Yes,Yes,,,VEHICLE STOPPED ON TRACKS AT ARCHIBALD CROSSING WITH DRIVER INSIDE WAS STRUCK BY ML406 RESULTING INA FATALITY TO THE FEMALE DRIVER,1,0,6,1,1,0,7,,,SCAX061218A201806
ATK,Amtrak (National Railroad Passenger Corporation),2019,158817,19,05,,,,,,UP,Union Pacific Railroad Company,0519NC011,19,05,749745L,05/04/2019,2:05 PM,05,04,02,05,PM,HAYWARD,,NILES,001,ALAMEDA,06,CALIFORNIA,SAN LEANDRO,HESPERIAN BLVD,Y,Public,K,Pedestrian,,3,East,3,Moving over crossing,2,Train (units pushing),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,66,2,Day,1,Clear,B,Passenger Train - Pushing,1,Main,SINGLE MAIN TRACK,4,1,5,78,E,1,North,1,2,3,6,,,,,,,,7,Gates,Cantilever FLS,Standard FLS,Audible,,,,,,,,Crossbucks,1,Provided minimum 20-second warning,,,A,Dry,1,Both sides,Yes,Yes,32,Male,No,1,Went around the gate,,8,Not obstructed,,,,1,0,0,0,0,0,56,No,0,0,Yes,No,,,"TRAIN 732 OPERATING WITH CAMERA-EQUIPPED CAB CAR 8305 IN THE LEAD, 4 CARS AND LOCOMOTIVE CDTX 2104 TRAILING, STRUCK A PEDESTRIAN AT MP 17.6 HESPERIAN BLVD CROSSING.",1,0,6,1,1,0,7,,,ATK158817201905
ATK,Amtrak (National Railroad Passenger Corporation),2019,158842,19,05,,,,,,UP,Union Pacific Railroad Company,0519NC012,19,05,749961E,05/06/2019,6:57 PM,05,06,06,57,PM,GREAT AMER.S.CLAR,,COAST,085,SANTA CLARA,06,CALIFORNIA,SAN JOSE,GOLD ST CONNECTOR,Y,Public,M,Other,25,3,East,3,Moving over crossing,2,Train (units pushing),2,2,Rail equipment struck by highway user,4,Neither,4,Neither,,,,66,2,Day,1,Clear,B,Passenger Train - Pushing,1,Main,SINGLE MAIN TRACK,4,1,5,60,E,1,North,1,2,3,6,,,,,,,,7,Gates,Cantilever FLS,Standard FLS,Audible,,,,,,,,Crossbucks,1,Provided minimum 20-second warning,,,A,Dry,1,Both sides,Yes,Yes,63,Male,No,1,Went around the gate,No,4,Topography,2,Injured,Yes,0,1,75,1,0,0,65,No,0,0,Yes,No,,,"TRAIN 524 STRUCK BY A PEDESTRIAN RIDING A BICYCLE AT MP 39.8, GOLD ST CONNECTOR.  THE PEDESTRIAN RODE AROUND THE DOWNED GATES AND INTO THE SIDE OF THE TRAIN.",0,1,6,1,0,1,7,,,ATK158842201905
EJE,"Elgin, Joliet & Eastern Railway Company",2008,010831,08,01,,,,,,EJE,"Elgin, Joliet & Eastern Railway Company",010831,08,01,260669N,01/14/2008,6:45 PM,01,14,06,45,PM,EJE RAILWAY,GARY,,089,LAKE,18,INDIANA,GARY,25TH AVENUE,Y,Public,M,Other,,2,South,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,21,4,Dark,6,Snow,1,Freight Train,1,Main,MAIN 1,4,1,5,15,E,4,West,1,,,,,,,,,,,3,Gates,,,,,,,,,,,Standard FLS,1,Provided minimum 20-second warning,,,,,1,Both sides,No,No,39,Male,No,1,Went around the gate,No,8,Not obstructed,3,Uninjured,Yes,0,0,0,1,0,0,3,No,0,0,,,,,"AS THE TRAIN WAS TRAVELING DOWN MAIN 1, AN INDIVIDUAL ON A BICYCLE TRAVELED THROUGH THE OPERATING GATES AND IN FRONT OF THE LOCOMOTIVE AT 25TH AVENUE.  THE INDIVIDUAL WAS HIT BY THE TRAIN, ON THE FRONT ENGINEERS` SIDE OF THE EJE 669.  ONCE THE GARY POLICE ARRIVED, IT WAS DETERMINED THAT THE INDIVIDUAL WAS INTOXICATED.  THERE WAS MINOR DAMAGE TO THE BICYCLE.  THE INDIVIDUAL WAS NOT INJURED.",0,0,2,1,0,0,4,2,No,EJE010831200801
ATK,Amtrak (National Railroad Passenger Corporation),2007,104418,07,05,,,,,,CSX,CSX Transportation,XXX,07,05,628120E,05/16/2007,6:30 PM,05,16,06,30,PM,MIAMI,SOU,,099,PALM BEACH,12,FLORIDA,WEST PALM BEACH,BANYAN BLVD,Y,Public,A,Auto,5,4,West,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,79,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,#2,4,2,10,15,R,2,South,1,2,,,,,,,,,,3,Gates,Cantilever FLS,,,,,,,,,,Standard FLS,1,Provided minimum 20-second warning,,,,,1,Both sides,Yes,Yes,,Male,No,1,Went around the gate,Unknown,8,Not obstructed,3,Uninjured,Yes,0,0,500,1,0,0,103,No,0,0,,,,,TRAIN 91  WITH LEAD ENGINE 151 AND ENGINE 163 AND 10 CARS STRUCK AUTOMOBILE THAT ATTEMPTED TO BEAT TRAIN ACROSS THE GATES.,0,0,1L,1,0,0,3,2,No,ATK104418200705
ATK,Amtrak (National Railroad Passenger Corporation),2007,105359,07,08,,,,,,CSX,CSX Transportation,XXX,07,08,341219S,08/18/2007,8:55 PM,08,18,08,55,PM,RENSSELAER,CEN,,073,JASPER,18,INDIANA,,CR 600W; MATHESON AV,Y,Public,A,Auto,5,2,South,3,Moving over crossing,1,Train (units pulling),1,2,Rail equipment struck by highway user,4,Neither,4,Neither,,,,72,4,Dark,2,Cloudy,2,Passenger Train - Pulling,1,Main,SINGLE MAIN,4,1,7,55,R,2,South,8,,,,,,,,,,,7,Stop signs,,,,,,,,,,,Crossbucks,,,,,,,1,Both sides,No,No,25,Female,No,3,Did not stop,No,8,Not obstructed,2,Injured,Yes,0,1,12000,1,0,0,187,No,0,0,,,,,"TRAIN NO.#50 OPERATING WITH LOCOMOTIVE E/161 AND 7 CARS STRUCK A VEHICLE AT MP72.11, MATHESON AVE 600W CROSSING.",0,1,1L,1,0,1,4,2,No,ATK105359200708
ATK,Amtrak (National Railroad Passenger Corporation),2007,105361,07,08,,,,,,BNSF,BNSF Railway Company,XXX,07,08,085701Y,08/18/2007,9:59 PM,08,18,09,59,PM,TACOMA,PAC,,053,PIERCE,53,WASHINGTON,PUYALLUP,12TH STREET NW,Y,Public,B,Truck,0,3,East,1,Stalled or stuck on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,57,4,Dark,3,Rain,2,Passenger Train - Pulling,1,Main,2,3,3,12,60,E,1,North,1,2,6,8,,,,,,,,7,Gates,Cantilever FLS,Audible,Stop signs,,,,,,,,Crossbucks,1,Provided minimum 20-second warning,,,,,1,Both sides,Yes,No,,Male,No,4,Stopped on crossing,No,8,Not obstructed,3,Uninjured,No,0,0,10000,0,0,0,147,No,0,0,,,,,"TRAIN NO.#14 OPERATING WITH LOCOMOTIVES E/54-E/505-E/470 AND 12 CARS STRUCK AN UNOCCUPIED VEHICLE ATMP32.60, 12TH STREET NW CROSSING.",0,0,1L,1,0,0,8,2,No,ATK105361200708
ATK,Amtrak (National Railroad Passenger Corporation),2007,105400,07,08,,,,,,BNSF,BNSF Railway Company,XXX,07,08,084683A,08/21/2007,8:45 PM,08,21,08,45,PM,EVERETT,PAC,,061,SNOHOMISH,53,WASHINGTON,,CO70450; 48TH N.W.,Y,Public,D,Pick-up truck,25,2,South,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,61,4,Dark,1,Clear,2,Passenger Train - Pulling,1,Main,SINGLE MAIN,4,1,3,79,R,4,West,8,,,,,,,,,,,7,Stop signs,,,,,,,,,,,Crossbucks,,,,,,,1,Both sides,Unknown,Unknown,,Male,No,2,Stopped and then proceeded,No,8,Not obstructed,2,Injured,Yes,0,1,10000,1,0,0,107,No,0,0,,,,,"TRAIN #517 OPERATING WITH LOCOMOTIVE E/467 AND 3 CARS STRUCK A PICK-UP TRUCK AT MP52.41, 48TH STREETCROSSING.",0,1,1L,1,0,1,8,2,No,ATK105400200708
ATK,Amtrak (National Railroad Passenger Corporation),2007,105410,07,08,,,,,,UP,Union Pacific Railroad Company,XXX,07,08,762904W,08/22/2007,10:55 PM,08,22,10,55,PM,HOUSTON,SWD,,201,HARRIS,48,TEXAS,,FM 526 CE KING PARKW,Y,Public,A,Auto,5,1,North,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,82,4,Dark,2,Cloudy,2,Passenger Train - Pulling,1,Main,SINGLE MAIN,4,2,7,60,R,4,West,1,3,5,,,,,,,,,7,Gates,Standard FLS,Hwy. traffic signals,,,,,,,,,Crossbucks,1,Provided minimum 20-second warning,,,,,1,Both sides,No,Yes,18,Male,No,1,Went around the gate,No,8,Not obstructed,1,Killed,Yes,3,0,2000,3,0,0,70,Yes,0,0,,,,,"TRAIN NO.#1 OPERATING WITH LOCOMOTIVES E/84-E/112 AND 7 CARS STRUCK A VEHICLE AT MP351.9, FM 526 ROAD CROSSING.",3,0,1L,1,3,0,5,2,No,ATK105410200708
ATK,Amtrak (National Railroad Passenger Corporation),2007,105427,07,08,,,,,,UP,Union Pacific Railroad Company,XXX,07,08,749728V,08/23/2007,9:20 AM,08,23,09,20,AM,OAKLAND COLISEUM,PAC,,001,ALAMEDA,06,CALIFORNIA,SAN LEANDRO,SR 61  ; DAVIS ST,Y,Public,K,Pedestrian,,3,East,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,80,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,MAIN,4,1,4,79,E,2,South,1,,,,,,,,,,,6,Gates,,,,,,,,,,,Audible,1,Provided minimum 20-second warning,,,,,1,Both sides,No,Unknown,87,Female,,,,,8,Not obstructed,,,,1,0,0,1,0,0,33,No,0,0,,,,,"TRAIN NO.#527 OPERATING WITH LOCOMOTIVES E/1009-E/53 AND 4 CARS STRUCK AN ELDERLY  PEDESTRIAN AT MP14.76, DAVIS ST CROSSING.",1,0,1L,1,1,0,7,2,No,ATK105427200708
ATK,Amtrak (National Railroad Passenger Corporation),2007,105815,07,10,,,,,,NS,Norfolk Southern Railway Company,XXX,07,10,725161A,10/04/2007,8:07 AM,10,04,08,07,AM,SLIDELL,SOU,,103,ST TAMMANY,22,LOUISIANA,SLIDELL,LA     ; BAYOU LIBER,Y,Public,A,Auto,0,3,East,2,Stopped on crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,75,2,Day,1,Clear,2,Passenger Train - Pulling,1,Main,MAIN #1,4,2,9,69,E,1,North,1,,,,,,,,,,,3,Gates,,,,,,,,,,,Standard FLS,1,Provided minimum 20-second warning,,,,,1,Both sides,No,Unknown,51,Female,No,4,Stopped on crossing,No,8,Not obstructed,3,Uninjured,Yes,0,0,2500,1,0,0,50,No,0,0,,,,,"TRAIN NO.#20 OPERATING WITH LOCOMOTIVES E/189-E/2 AND 9 CARS STRUCK AN AUTOMOBILE AT MP168.09, BAYOULIBERTY RD CROSSING.",0,0,1L,1,0,0,5,2,No,ATK105815200710
ATK,Amtrak (National Railroad Passenger Corporation),2007,105868,07,10,,,,,,UP,Union Pacific Railroad Company,XXX,07,10,749580R,10/09/2007,8:26 PM,10,09,08,26,PM,OAKLAND,PAC,,001,ALAMEDA,06,CALIFORNIA,OAKLAND,CITY   ; MARKET ST,Y,Public,A,Auto,25,3,East,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,55,4,Dark,1,Clear,2,Passenger Train - Pulling,1,Main,#2,2,1,5,25,R,2,South,1,6,,,,,,,,,,7,Gates,Audible,,,,,,,,,,Crossbucks,1,Provided minimum 20-second warning,,,,,1,Both sides,No,Unknown,,Male,Yes,1,Went around the gate,Unknown,3,Passing train,3,Uninjured,Yes,0,0,8000,1,0,0,10,No,0,0,,,,,"TRAIN NO.#549 OPERATING WITH LOCOMOTIVE E/2011 AND 5 CARS STRUCK A VEHICLE AT MP6.4, MARKET ST CROSSING.",0,0,1L,1,0,0,7,2,No,ATK105868200710
ATK,Amtrak (National Railroad Passenger Corporation),2007,105908,07,10,,,,,,UP,Union Pacific Railroad Company,XXX,07,10,294372D,10/13/2007,11:00 AM,10,13,11,00,AM,CARLINVILLE,CEN,,117,MACOUPIN,17,ILLINOIS,,TR 105,Y,Public,B,Truck,55,4,West,3,Moving over crossing,1,Train (units pulling),1,1,Rail equipment struck highway user,4,Neither,4,Neither,,,,60,2,Day,3,Rain,2,Passenger Train - Pulling,1,Main,SINGLE MAIN,4,1,4,79,R,2,South,,,,,,,,,,,,7,,,,,,,,,,,,Crossbucks,,,,,,,1,Both sides,No,No,19,Male,No,3,Did not stop,No,8,Not obstructed,1,Killed,Yes,1,0,4000,1,0,0,60,No,0,0,,,,,"TRAIN 301 STRUCK A VEHICLE AT MP212.7, GREEN RIDGE RD CROSSING.",1,0,1L,1,1,0,4,2,No,ATK105908200710
